ensembl_gene_id,DNASU_CloneID,GeneSymbol,description.ASUCloneT,TF_Name,Family_Name,DBDs,Superclass,Class,Family,Subfamily,TRANSFAC,UNIPROT,UNIPROT_HUMAN,UNIPROT_MOUSE,UNIPROT_RAT,description.ASUCloneF
ENSG00000043143,HsCD00079701,JADE2,jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000047634,HsCD00718327,SCML1,sex comb on midleg-like 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10580],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048649,HsCD00080353,RSF1,remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000053501,HsCD00079906,USE1,unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:30882],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000053702,HsCD00081535,NRIP2,nuclear receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23078],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054118,HsCD00079943,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056487,HsCD00351228,PHF21B,PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000061337,HsCD00079562,LZTS1,"leucine zipper, putative tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000063978,HsCD00079709,RNF4,ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064313,HsCD00080302,TAF2,TATA-box binding protein associated factor 2 [Source:HGNC Symbol;Acc:HGNC:11536],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064726,HsCD00081478,BTBD1,BTB (POZ) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064995,HsCD00042255,TAF11,TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065548,HsCD00288289,ZC3H15,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065717,HsCD00399232,TLE2,transducin like enhancer of split 2 [Source:HGNC Symbol;Acc:HGNC:11838],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065911,HsCD00040365,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066117,HsCD00079969,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066185,HsCD00040587,ZMYND12,"zinc finger, MYND-type containing 12 [Source:HGNC Symbol;Acc:HGNC:21192]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066427,HsCD00075993,ATXN3,ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068024,HsCD00745245,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068079,HsCD00001170,IFI35,interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068903,HsCD00080025,SIRT2,sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068971,HsCD00079816,PPP2R5B,"protein phosphatase 2 regulatory subunit B', beta [Source:HGNC Symbol;Acc:HGNC:9310]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070501,HsCD00001271,POLB,"polymerase (DNA directed), beta [Source:HGNC Symbol;Acc:HGNC:9174]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070761,HsCD00080009,CFAP20,cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070950,HsCD00040066,RAD18,"RAD18, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000071243,HsCD00080478,ING3,inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000071282,HsCD00040700,LMCD1,LIM and cysteine-rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000071539,HsCD00079886,TRIP13,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000071626,HsCD00079579,DAZAP1,DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000071994,HsCD00042057,PDCD2,programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000074266,HsCD00079665,EED,embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000074319,HsCD00305087,TSG101,tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000075131,HsCD00082158,TIPIN,TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000075975,HsCD00039963,MKRN2,makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000076770,HsCD00079565,MBNL3,muscleblind-like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000076924,HsCD00042205,XAB2,XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000078043,HsCD00744977,PIAS2,protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000078140,HsCD00079535,UBE2K,ubiquitin conjugating enzyme E2K [Source:HGNC Symbol;Acc:HGNC:4914],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000078403,HsCD00350666,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 [Source:HGNC Symbol;Acc:HGNC:16063]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000078596,HsCD00079672,ITM2A,integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000078674,HsCD00513895,PCM1,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000078699,HsCD00079862,CBFA2T2,"core-binding factor, runt domain, alpha subunit 2; translocated to, 2 [Source:HGNC Symbol;Acc:HGNC:1536]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000079102,HsCD00744823,RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) [Source:HGNC Symbol;Acc:HGNC:1535]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000079557,HsCD00514111,AFM,afamin [Source:HGNC Symbol;Acc:HGNC:316],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000079999,HsCD00041347,KEAP1,kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000080839,HsCD00039469,RBL1,retinoblastoma-like 1 [Source:HGNC Symbol;Acc:HGNC:9893],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000080986,HsCD00039614,NDC80,NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000082996,HsCD00079831,RNF13,ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000086504,HsCD00508116,MRPL28,mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000086666,HsCD00079810,ZFAND6,"zinc finger, AN1-type domain 6 [Source:HGNC Symbol;Acc:HGNC:30164]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000087077,HsCD00041879,TRIP6,thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000087191,HsCD00041141,PSMC5,"proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000087302,HsCD00079815,C14orf166,chromosome 14 open reading frame 166 [Source:HGNC Symbol;Acc:HGNC:23169],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000087448,HsCD00079617,KLHL42,kelch like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000087502,HsCD00079927,ERGIC2,ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000087842,HsCD00040890,PIR,pirin [Source:HGNC Symbol;Acc:HGNC:30048],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000088926,HsCD00514291,F11,coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000089050,HsCD00079841,RBBP9,retinoblastoma binding protein 9 [Source:HGNC Symbol;Acc:HGNC:9892],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000089280,HsCD00040656,FUS,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000091138,HsCD00076032,SLC26A3,"solute carrier family 26 (anion exchanger), member 3 [Source:HGNC Symbol;Acc:HGNC:3018]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000093072,HsCD00073968,CECR1,"cat eye syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:1839]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000094914,HsCD00039550,AAAS,aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000094916,HsCD00079893,CBX5,chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000099284,HsCD00079743,H2AFY2,H2A histone family member Y2 [Source:HGNC Symbol;Acc:HGNC:14453],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000099330,HsCD00288335,OCEL1,occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000099849,HsCD00079571,RASSF7,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:HGNC Symbol;Acc:HGNC:1166],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000099949,HsCD00073585,LZTR1,leucine-zipper-like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100249,HsCD00080098,C22orf31,chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:26931],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100307,HsCD00079712,CBX7,chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100320,HsCD00744421,RBFOX2,"RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:HGNC:9906]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100348,HsCD00005609,TXN2,thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100395,HsCD00041262,L3MBTL2,l(3)mbt-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:18594],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100413,HsCD00351854,POLR3H,polymerase (RNA) III (DNA directed) polypeptide H (22.9kD) [Source:HGNC Symbol;Acc:HGNC:30349],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100603,HsCD00513290,SNW1,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100632,HsCD00504719,ERH,enhancer of rudimentary homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:3447],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000100823,HsCD00509727,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1 [Source:HGNC Symbol;Acc:HGNC:587],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000101773,HsCD00039805,RBBP8,retinoblastoma binding protein 8 [Source:HGNC Symbol;Acc:HGNC:9891],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000101871,HsCD00079869,MID1,midline 1 [Source:HGNC Symbol;Acc:HGNC:7095],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000102103,HsCD00040657,PQBP1,polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000102243,HsCD00075939,VGLL1,vestigial like family member 1 [Source:HGNC Symbol;Acc:HGNC:20985],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000102387,HsCD00515721,TAF7L,TATA-box binding protein associated factor 7 like [Source:HGNC Symbol;Acc:HGNC:11548],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000102879,HsCD00080080,CORO1A,"coronin, actin binding protein, 1A [Source:HGNC Symbol;Acc:HGNC:2252]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000103168,HsCD00399616,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I, C [Source:HGNC Symbol;Acc:HGNC:11534]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000103363,HsCD00746324,TCEB2,"transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) [Source:HGNC Symbol;Acc:HGNC:11619]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000103549,HsCD00042480,RNF40,"ring finger protein 40, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16867]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000103671,HsCD00079859,TRIP4,thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104221,HsCD00080030,BRF2,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit [Source:HGNC Symbol;Acc:HGNC:17298]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104228,HsCD00079847,TRIM35,tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104343,HsCD00746099,UBE2W,ubiquitin conjugating enzyme E2W (putative) [Source:HGNC Symbol;Acc:HGNC:25616],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104472,HsCD00041370,CHRAC1,chromatin accessibility complex 1 [Source:HGNC Symbol;Acc:HGNC:13544],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104490,HsCD00507353,NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104804,HsCD00513150,TULP2,tubby like protein 2 [Source:HGNC Symbol;Acc:HGNC:12424],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104953,HsCD00746603,TLE6,transducin like enhancer of split 6 [Source:HGNC Symbol;Acc:HGNC:30788],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104964,HsCD00508509,AES,amino-terminal enhancer of split [Source:HGNC Symbol;Acc:HGNC:307],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104973,HsCD00296671,MED25,mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104976,HsCD00079560,SNAPC2,small nuclear RNA activating complex polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:11135],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000105173,HsCD00042389,CCNE1,cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000105204,HsCD00041497,DYRK1B,dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1B [Source:HGNC Symbol;Acc:HGNC:3092],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000105229,HsCD00041383,PIAS4,protein inhibitor of activated STAT 4 [Source:HGNC Symbol;Acc:HGNC:17002],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000105258,HsCD00042240,POLR2I,"polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa [Source:HGNC Symbol;Acc:HGNC:9196]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000105662,HsCD00039914,CRTC1,CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000105849,HsCD00398686,TWISTNB,TWIST neighbor [Source:HGNC Symbol;Acc:HGNC:18027],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106100,HsCD00505906,NOD1,nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106245,HsCD00507241,BUD31,BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106290,HsCD00040578,TAF6,TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106400,HsCD00041226,ZNHIT1,"zinc finger, HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106443,HsCD00516345,PHF14,PHD finger protein 14 [Source:HGNC Symbol;Acc:HGNC:22203],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106462,HsCD00039865,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106785,HsCD00042309,TRIM14,tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000107077,HsCD00718744,KDM4C,lysine (K)-specific demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000107223,HsCD00005357,EDF1,endothelial differentiation-related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000107372,HsCD00079620,ZFAND5,"zinc finger, AN1-type domain 5 [Source:HGNC Symbol;Acc:HGNC:13008]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000107438,HsCD00079637,PDLIM1,PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000107882,HsCD00041543,SUFU,suppressor of fused homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:16466],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108039,HsCD00513513,XPNPEP1,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:HGNC Symbol;Acc:HGNC:12822]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108468,HsCD00080071,CBX1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108651,HsCD00514127,UTP6,UTP6 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108654,HsCD00039460,DDX5,DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108684,HsCD00746610,ASIC2,acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108852,HsCD00040636,MPP2,"membrane protein, palmitoylated 2 [Source:HGNC Symbol;Acc:HGNC:7220]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000109047,HsCD00041807,RCVRN,recoverin [Source:HGNC Symbol;Acc:HGNC:9937],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000109089,HsCD00079808,CDR2L,cerebellar degeneration-related protein 2-like [Source:HGNC Symbol;Acc:HGNC:29999],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000110031,HsCD00041693,LPXN,leupaxin [Source:HGNC Symbol;Acc:HGNC:14061],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000110768,HsCD00040270,GTF2H1,general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111142,HsCD00039879,METAP2,methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111261,HsCD00079884,MANSC1,MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111358,HsCD00510504,GTF2H3,general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111530,HsCD00296369,CAND1,cullin-associated and neddylation-dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111596,HsCD00080019,CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111642,HsCD00080095,CHD4,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111676,HsCD00079941,ATN1,atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111727,HsCD00080043,HCFC2,host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111802,HsCD00079689,TDP2,tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111912,HsCD00082486,NCOA7,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000112041,HsCD00746004,TULP1,tubby like protein 1 [Source:HGNC Symbol;Acc:HGNC:12423],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
